base_date,emd_nm,long_resd_pop_cnt,long_work_pop_cnt,long_visit_pop_cnt,long_nationality_AUS,long_nationality_BGD,long_nationality_CAN,long_nationality_CHN,long_nationality_DEU,long_nationality_EGY,long_nationality_ETC,long_nationality_FRA,long_nationality_GBR,long_nationality_IDN,long_nationality_IND,long_nationality_JPN,long_nationality_KAZ,long_nationality_KGZ,long_nationality_KHM,long_nationality_LKA,long_nationality_MGL,long_nationality_MMR,long_nationality_MYS,long_nationality_NGR,long_nationality_NPL,long_nationality_NZL,long_nationality_PAK,long_nationality_PHL,long_nationality_RUS,long_nationality_THA,long_nationality_TWN,long_nationality_UKR,long_nationality_USA,long_nationality_UZB,long_nationality_VNM
2020-09,조천읍,343274.4085,16156.572699999999,165610.06839999996,603,733,1067,1440,136,0,1263,214,688,1242,884,778,161,74,726,1226,543,1088,9,2,775,28,657,911,468,427,73,6,1409,332,1308
2020-09,중문동,225632.90520000004,17385.3343,297361.1597,614,84,956,1440,100,0,1178,130,526,1225,609,69,486,7,296,987,604,407,118,11,1124,122,46,788,547,627,53,7,1321,114,1403
2020-09,중앙동,40533.546299999995,2999.7494999999994,54091.984599999996,36,35,515,1167,14,0,529,34,75,127,6,356,530,3,15,10,24,1,9,0,198,69,43,287,93,30,7,12,1042,158,667
2020-09,천지동,22167.3917,5024.647500000001,41531.880399999995,22,24,155,1172,242,0,367,98,34,275,17,39,154,5,3,0,37,0,1,1,459,222,15,481,69,2,43,11,964,35,1021
2020-09,추자면,20068.568899999995,2119.5984999999996,91079.75480000002,10,9,80,1012,0,0,228,10,57,1417,404,68,2,0,132,317,68,372,8,0,900,3,33,146,157,85,55,10,140,10,1398
2020-09,표선면,223174.4716,7909.7409,86777.1088,44,6,1236,1352,7,0,1199,162,172,1428,154,325,7,25,736,1031,691,1245,0,2,1127,8,740,777,702,732,29,0,1210,59,1271
2020-09,한경면,194803.08250000002,17631.0419,204608.24639999997,99,5,464,1378,496,0,897,67,786,1437,698,293,35,1,849,888,284,659,20,0,1067,281,720,754,472,1041,44,1,1232,484,1363
2020-09,한림읍,841203.1661,76758.89820000001,441968.8325,354,197,1126,1440,112,2,1423,626,1000,1440,1230,832,83,8,1415,1440,872,1121,66,6,1440,685,60,1270,1146,1184,125,58,1364,358,1440
2020-09,화북동,230622.678,17756.202899999997,66417.7298,81,59,734,1423,1,0,798,684,89,502,678,751,6,29,808,746,147,884,5,0,1327,3,213,1083,74,392,7,5,801,1013,1268
2020-09,효돈동,51709.523100000006,6799.373799999999,19269.9454,55,0,58,873,4,0,70,99,34,294,8,22,24,10,720,704,8,720,1,0,879,3,10,556,27,203,27,2,799,215,1101
2020-10,건입동,77106.9034,18564.4251,145692.96399999998,55,152,483,1488,57,17,972,32,97,1399,573,220,101,3,702,597,80,1023,7,41,911,54,209,977,366,133,122,150,1029,254,1329
2020-10,구좌읍,366392.841,6824.8738,113666.20999999999,201,128,1015,1474,189,0,1395,277,467,1251,568,864,768,19,761,1448,474,621,10,0,1037,65,824,1357,930,831,44,40,1468,142,1305
2020-10,남원읍,325882.6165,12198.621799999997,234990.77310000002,121,82,530,1476,20,9,1054,646,799,1403,586,848,545,293,766,1204,116,1096,34,1,1456,372,127,809,518,605,28,1,1482,684,1470
2020-10,노형동,1094910.5147000002,95206.65619999995,503660.3356,1336,889,1347,1488,389,1,1402,770,642,1211,346,899,523,734,873,241,1003,408,730,1,1486,338,162,915,861,695,1291,65,1475,818,1487
2020-10,대륜동,96512.5348,21392.505200000003,114384.55580000003,663,809,949,1487,626,42,1303,128,417,1204,894,873,65,1,352,111,96,202,290,12,789,742,55,764,516,148,33,6,1237,61,1169
2020-10,대정읍,792001.8165,53926.5453,395860.5448,1061,28,1212,1486,692,0,1038,1332,1338,1484,1142,108,293,4,1096,1442,840,771,768,0,1269,950,249,1007,94,1182,1419,10,1371,163,1399
2020-10,대천동,80405.72750000001,8037.292300000001,122204.07519999999,220,78,758,1370,48,240,1348,53,106,1168,593,529,32,3,768,76,478,715,955,0,864,57,29,705,268,88,32,0,1214,732,1285
2020-10,도두동,39081.4829,5079.388399999999,55171.537399999994,59,204,159,1479,15,0,390,18,96,628,210,94,39,2,697,240,99,740,14,2,655,17,58,90,93,59,516,3,507,41,858
2020-10,동홍동,191334.0502,6619.8485,124986.09280000003,102,129,302,1488,127,0,1346,47,154,982,155,1023,339,2,215,168,642,420,48,3,782,82,44,855,102,757,25,2,1266,209,1087
2020-10,봉개동,56285.3146,4182.6179999999995,63653.415599999986,36,87,201,1234,4,1,1059,109,113,1249,228,186,15,75,761,222,58,763,9,0,990,10,89,179,74,34,61,0,808,294,1031
2020-10,삼도1동,40491.9347,2537.5593000000003,60252.9615,89,341,493,1306,2,26,659,7,118,82,406,560,33,210,61,213,184,11,4,0,291,6,68,573,590,122,34,0,651,683,834
2020-10,삼도2동,74439.33860000002,7134.1104000000005,81252.11419999997,39,876,214,1401,58,1,731,19,146,443,317,465,522,6,70,158,162,108,32,46,372,28,228,694,311,194,573,41,747,317,895
2020-10,삼양동,86762.33699999998,2274.7934,37298.7064,35,105,647,1245,1,0,840,17,85,67,67,734,9,2,786,594,411,320,4,0,318,11,42,860,172,435,194,3,870,62,856
2020-10,서홍동,75733.2641,3316.3428000000004,101617.31150000001,14,52,223,1289,77,0,229,23,554,1370,322,62,25,2,27,845,624,269,15,0,713,107,5,422,19,133,5,0,863,17,1446
2020-10,성산읍,352674.8053,22382.895500000002,171471.6254,97,193,501,1488,106,23,1203,346,292,1486,609,740,653,28,786,1464,194,804,65,0,797,125,696,642,538,240,131,6,1166,1047,1462
2020-10,송산동,85439.93089999998,9569.011500000002,91828.0667,658,35,160,1352,4,1,470,33,104,1378,323,45,92,0,121,137,18,1,0,7,56,21,52,91,188,52,16,36,1070,26,1395
2020-10,아라동,785209.5223,33040.2632,237125.5101,814,1081,1211,1488,17,2,1411,83,980,1372,1166,875,32,459,789,1338,1475,709,588,0,1397,572,1219,1076,964,748,748,152,1281,816,1475
2020-10,안덕면,864190.5244999997,133951.946,344544.91679999983,1045,477,1421,1488,325,27,1403,803,1442,1432,918,1297,509,34,844,538,849,143,1018,0,936,902,784,883,551,970,904,65,1488,841,1377
2020-10,애월읍,577641.899,76927.79810000001,777122.0304,680,678,1236,1488,107,7,1464,267,957,1473,1003,1418,77,256,1475,1195,421,1189,210,2,1227,564,786,1340,991,1371,857,3,1476,856,1488
2020-10,연동,1465028.714,111847.3767,499989.13279999996,569,1218,1108,1488,534,0,1448,827,857,572,652,1028,1205,37,231,254,1220,270,669,1,1209,941,192,1043,1326,589,988,7,1480,600,1488
2020-10,영천동,112286.71389999999,1886.6097999999995,178088.94849999997,48,747,142,1487,10,0,891,69,70,1420,307,50,21,2,719,818,352,1116,31,5,1085,19,23,767,52,456,9,1,1102,879,1398
2020-10,예래동,108797.71590000001,15511.727299999999,120428.03279999999,139,67,982,1488,362,3,1342,215,261,613,441,164,44,11,84,69,92,48,198,0,1094,167,35,286,211,174,113,48,1451,125,1059
2020-10,오라동,100273.45230000002,14959.8252,127083.09519999998,625,139,791,1488,10,0,839,51,191,292,179,634,15,89,178,426,292,22,85,1,477,8,105,435,644,52,207,0,1033,170,1061
2020-10,외도동,103955.1868,4618.440299999998,57778.8523,58,47,124,1457,1,17,378,62,25,694,124,726,1,20,236,57,176,340,4,0,1303,29,39,815,104,34,39,0,971,20,898
2020-10,용담1동,37335.515699999996,5447.317200000002,26967.935300000005,5,115,187,1216,1,0,294,1,30,143,25,229,147,42,24,28,38,14,251,0,643,5,48,71,150,104,26,1,813,26,750
2020-10,용담2동,49031.1283,13139.6937,172187.9668,290,696,645,1488,110,6,1423,177,296,613,386,374,100,51,398,119,362,300,387,13,794,129,308,942,723,281,570,42,1033,268,1205
2020-10,우도면,10321.762999999995,3417.896400000001,65409.623,21,73,815,1419,80,0,382,109,31,1160,370,64,9,0,664,88,17,5,31,0,209,23,31,72,31,80,5,0,163,16,910
2020-10,이도1동,55034.2426,10635.8198,88970.61230000001,132,112,813,1456,20,10,515,46,174,655,291,787,2,43,273,78,676,15,31,1,744,11,168,880,659,97,215,1,1026,225,992
2020-10,이도2동,309483.5542000001,38673.31250000001,180421.8246,664,450,914,1438,17,1,1264,71,1170,537,1129,820,85,94,462,205,825,323,51,0,907,28,707,1095,861,456,125,5,1175,1369,1220
2020-10,이호동,73322.006,4313.4149,60487.65819999999,54,49,100,1488,26,0,273,18,15,540,790,118,7,0,368,726,77,743,18,0,258,3,33,115,110,234,352,2,656,642,818
2020-10,일도1동,26417.661099999998,5852.0696,59890.78990000002,17,60,44,1244,6,0,354,12,24,777,144,66,6,9,213,158,31,36,10,0,724,11,87,816,45,231,21,5,670,67,1033
2020-10,일도2동,124421.04770000002,11947.529400000003,70540.04160000001,51,83,675,1356,1,0,987,9,61,624,96,585,63,3,931,91,578,437,7,0,947,2,577,931,629,92,336,42,812,833,1066
2020-10,정방동,107106.96320000001,13380.568600000006,151741.53720000005,505,356,220,1475,18,0,718,122,127,1197,265,360,273,12,87,38,30,108,65,3,309,42,66,753,748,114,17,4,968,86,1310
2020-10,조천읍,343309.5557,22152.646299999997,205138.16039999996,808,848,1228,1488,106,46,1430,262,832,1231,812,1044,219,521,783,951,512,993,29,4,1106,284,629,1009,291,262,140,70,1396,269,1438
2020-10,중문동,246748.56129999997,18757.793399999995,328592.1168,534,167,1477,1487,78,37,1165,170,349,1392,703,130,231,4,849,1110,607,363,272,2,1277,76,110,880,698,594,30,1,1458,39,1472
2020-10,중앙동,35657.952,6146.400999999998,60535.4521,18,63,569,1359,15,1,537,5,74,239,12,296,516,18,24,29,32,37,9,0,111,81,39,829,22,20,5,0,979,61,696
2020-10,천지동,27483.1497,1781.9943999999994,50552.266800000005,53,66,175,1418,191,0,546,58,85,440,99,100,205,1,5,15,8,41,24,4,479,337,42,501,63,32,33,1,1060,109,984
2020-10,추자면,18476.4795,2879.8715,108278.1327,50,25,22,1136,0,6,349,11,68,1287,315,16,3,2,17,317,10,350,1,1,827,15,55,90,33,137,30,8,333,61,1479
2020-10,표선면,224726.68280000004,14155.908399999998,98174.2059,82,105,1307,1487,134,4,1178,100,125,1284,185,561,16,22,749,1102,712,944,34,1,1221,44,782,766,584,771,14,0,1262,135,1218
2020-10,한경면,216181.41559999998,4829.3954,149177.88450000004,132,32,415,1351,664,0,877,78,799,1338,582,226,14,4,765,901,253,618,38,0,1198,387,702,771,395,914,38,24,1090,415,1434
2020-10,한림읍,854249.2333999999,88039.5619,389463.5493999999,263,278,1362,1488,92,0,1430,908,930,1488,1108,723,92,3,780,1463,1319,1277,31,0,1437,541,79,1456,986,1292,292,1,1449,201,1488
2020-10,화북동,239691.27129999996,26657.606800000005,61852.70799999999,185,146,756,1358,4,0,901,702,96,141,859,757,25,97,947,1294,76,950,3,6,1139,8,121,1349,93,135,57,1,878,763,1358
2020-10,효돈동,49550.4577,3626.8991000000005,27812.276900000004,58,46,71,927,4,0,165,60,32,375,33,17,9,11,1213,770,13,765,4,0,898,4,17,597,486,168,2,0,805,175,1119
2020-11,건입동,87229.92989999999,12515.074200000001,212341.41689999995,71,45,517,1433,84,2,841,28,85,1439,1099,174,34,3,721,564,148,944,11,0,872,39,148,1232,257,78,118,75,1032,315,1406
2020-11,구좌읍,345626.69169999997,12379.406100000004,110793.90839999997,64,76,1288,1393,222,4,1008,120,497,1294,789,866,442,6,800,1440,723,651,19,1,1349,29,800,1054,887,755,29,2,1226,159,1406
2020-11,남원읍,314230.6274,31956.872299999995,234666.3308,155,20,549,1440,52,2,1014,738,707,1437,599,823,490,14,766,783,142,989,91,0,1440,20,50,798,753,740,21,3,1422,702,1437
2020-11,노형동,1181856.4189999998,117000.5309,544395.1539,846,787,1067,1440,421,7,1297,803,672,1407,708,923,311,685,1024,398,1239,932,1330,3,1440,572,126,797,821,1253,1304,6,1341,792,1438
2020-11,대륜동,101546.73090000001,18535.8197,106626.51340000004,662,602,1168,1440,691,40,1198,31,394,1071,835,739,65,9,294,269,146,187,161,2,1305,723,40,766,686,127,68,18,1255,138,1142
2020-11,대정읍,685840.7413,34029.882600000004,351672.7729999999,727,9,946,1440,671,1,1174,824,984,1433,946,120,219,127,1393,1440,1021,747,696,170,1080,723,297,853,69,1008,753,0,1225,280,1440
2020-11,대천동,86061.85199999998,11100.1269,160762.6049,320,162,1094,1403,72,612,995,10,132,1363,625,471,4,4,802,121,506,599,604,3,879,60,62,721,723,134,33,8,1117,752,1437
2020-11,도두동,43560.120500000005,4466.3715999999995,42419.78280000001,24,112,159,1417,4,2,334,11,60,765,77,94,18,14,690,187,46,768,27,0,714,19,13,70,55,72,523,9,313,34,848
2020-11,동홍동,189216.58589999998,12139.1011,123561.33320000001,132,355,245,1427,181,0,906,91,82,840,161,762,660,38,203,75,645,342,60,1,744,117,19,567,86,748,24,7,1092,148,1141
2020-11,봉개동,48495.19789999999,4412.550700000001,67248.39730000001,45,77,315,1123,12,2,839,12,88,1349,354,222,23,12,748,238,68,797,11,0,798,10,29,176,84,29,61,0,835,235,1261
2020-11,삼도1동,42438.213500000005,4871.648,52404.926999999996,6,568,552,1185,9,0,489,32,76,135,214,602,7,462,44,181,292,37,7,0,415,0,100,415,63,92,19,2,671,742,845
2020-11,삼도2동,86704.14199999999,7963.820999999998,72007.88810000001,42,734,302,1308,110,4,998,37,57,322,221,464,515,7,53,93,161,43,26,0,260,7,139,539,496,70,656,13,809,240,986
2020-11,삼양동,95601.5285,3308.5930999999996,33781.94810000001,63,133,592,1261,5,0,757,1,86,76,68,729,4,2,672,529,126,306,4,0,383,20,41,1010,193,569,687,0,835,51,1181
2020-11,서홍동,90656.71669999999,5844.635400000001,80414.24010000002,269,74,196,1374,119,0,164,26,974,1398,520,139,29,2,41,801,612,257,12,0,473,103,4,360,11,231,5,16,814,40,1286
2020-11,성산읍,278647.0249,33561.799600000006,183379.117,57,202,519,1440,45,2,1182,99,251,1440,832,856,704,0,747,1152,182,796,90,6,788,92,312,484,1025,121,75,44,1114,803,1412
2020-11,송산동,41597.58380000001,5577.3853,70439.6607,532,24,160,1134,8,0,73,41,16,1267,272,8,11,0,72,108,9,58,1,0,52,1,10,32,178,37,174,124,1094,15,1331
2020-11,아라동,939472.2403000001,49396.51810000001,187682.5408,950,726,833,1440,6,0,1286,73,769,1291,1204,863,9,972,723,1208,1265,706,687,560,757,669,1388,947,1033,736,727,674,1106,787,1436
2020-11,안덕면,861932.7355000003,136393.4252,284210.85650000005,793,362,1155,1440,229,28,1386,962,972,1417,1359,1371,460,33,922,285,1025,266,786,115,1317,856,360,908,507,979,910,45,1440,832,1376
2020-11,애월읍,607501.7548999998,87164.51429999998,881858.0160000001,383,477,1396,1440,36,9,1421,490,1067,1440,1104,989,68,206,1436,1420,775,1274,209,5,1292,596,738,1024,822,1391,619,33,1440,760,1440
2020-11,연동,1661151.5127000003,96309.7666,472509.6682000001,771,1415,1212,1440,601,15,1436,748,784,972,968,1123,1208,23,229,563,1311,857,699,30,1364,778,241,1277,883,849,933,6,1430,799,1424
2020-11,영천동,96427.87449999999,10428.084799999999,200100.8271,46,596,123,1363,16,0,764,113,16,1426,450,102,10,1,741,756,46,1225,8,0,1304,13,19,776,32,570,237,3,1009,735,1394
2020-11,예래동,114935.2497,22533.0221,103527.40199999999,101,112,1047,1437,207,32,1165,184,115,456,391,253,14,8,77,39,124,67,133,7,1147,92,40,329,69,123,40,68,1305,50,1003
2020-11,오라동,111824.17799999999,12092.113500000001,111205.8963,654,128,802,1431,40,0,936,64,120,327,269,678,11,101,139,364,203,11,27,1,382,33,63,421,1136,87,141,0,886,60,1114
2020-11,외도동,101009.22460000002,10428.6339,55514.7151,56,77,156,1221,1,0,736,5,14,776,68,683,49,1,268,16,247,729,2,0,742,3,47,795,126,88,16,0,825,38,803
2020-11,용담1동,43702.36940000001,1541.2776000000001,29129.075999999997,8,66,201,1169,4,0,337,48,19,257,75,164,139,14,36,7,47,6,328,12,648,3,8,106,118,73,18,0,762,13,822
2020-11,용담2동,48076.46569999999,19042.1793,109209.4075,279,526,501,1412,101,23,1174,81,181,589,253,377,43,38,340,125,208,149,399,13,768,79,135,876,205,159,600,15,1204,181,1089
2020-11,우도면,23037.719100000006,957.2261000000001,64995.84449999999,3,3,683,982,23,3,171,11,28,1270,464,48,4,0,648,119,19,166,3,0,19,7,11,136,30,60,16,3,157,5,1183
2020-11,이도1동,61251.09060000001,16107.492499999998,87570.48539999999,66,90,1026,1341,4,1,448,20,96,725,363,819,10,18,229,117,719,32,14,5,709,14,162,858,669,195,311,1,1111,263,922
2020-11,이도2동,319161.9485,41756.1409,170433.42130000002,925,577,934,1416,34,0,1323,63,818,236,969,851,23,286,256,111,783,291,56,10,765,36,633,870,854,501,275,30,1387,860,1399
2020-11,이호동,82798.67410000002,2213.7341000000006,43568.9293,59,1,83,1346,9,1,171,11,12,610,738,79,11,5,542,682,66,704,17,0,86,10,20,143,45,582,279,2,550,725,783
2020-11,일도1동,22563.752800000002,3590.2273,54364.96290000001,25,13,64,1072,10,0,296,13,32,675,166,93,8,3,380,105,44,77,9,0,547,6,71,743,37,197,33,1,615,99,1047
2020-11,일도2동,118277.98640000001,8417.849400000001,67522.587,59,26,693,1411,6,0,976,22,44,853,174,472,26,13,1016,102,630,724,1,0,893,4,465,819,580,261,335,25,778,756,984
2020-11,정방동,106449.94890000002,9269.3292,138309.22019999998,324,270,189,1409,16,2,687,84,98,1326,448,437,177,6,31,13,61,85,33,0,228,17,9,699,573,43,10,84,1021,93,1336
2020-11,조천읍,377547.9969,23697.199400000005,195463.38969999997,607,715,1022,1440,31,37,1262,101,612,1415,563,934,211,722,837,1057,617,866,30,5,859,644,470,842,252,239,220,45,1260,320,1403
2020-11,중문동,244171.3228,25641.0513,312265.47860000003,1072,56,914,1440,92,89,1143,93,233,1430,681,149,68,0,909,1221,608,571,179,29,1268,117,78,838,839,845,58,70,1236,67,1440
2020-11,중앙동,31740.868099999996,8446.411399999999,59754.7892,42,68,504,1286,21,0,538,21,24,163,16,244,511,0,27,16,39,5,32,0,165,49,17,512,46,68,11,2,1028,18,728
2020-11,천지동,25214.505599999997,4314.6852,36997.9154,39,28,182,1227,169,4,519,37,18,257,35,189,199,0,3,19,15,9,3,1,434,316,49,549,16,61,16,0,1228,11,945
2020-11,추자면,19702.056399999998,3871.3217000000004,150885.11609999998,26,29,20,1262,1,0,788,8,14,1412,373,12,25,1,27,235,94,448,2,0,586,21,121,64,87,77,5,25,97,27,1440
2020-11,표선면,184672.1854,15623.5833,92888.06770000001,44,174,877,1437,126,0,1424,79,350,1423,237,385,12,0,789,1412,708,754,52,5,1319,92,877,1204,356,733,48,1,1371,106,1143
2020-11,한경면,201604.0306,10135.566499999999,94852.6605,71,6,601,1016,582,0,883,73,728,1358,304,679,39,105,719,1068,197,513,13,4,1251,331,618,764,200,663,95,0,1031,394,1397
2020-11,한림읍,865639.6803999998,84863.96999999999,270521.4011000001,205,240,1100,1440,118,4,1313,745,745,1440,932,268,181,20,1208,1315,918,1119,41,0,1430,491,47,1401,1322,1102,163,5,1325,118,1440
2020-11,화북동,230406.4936,26345.276,50999.261000000006,217,77,768,1220,5,0,823,620,114,248,1253,732,12,179,645,727,117,755,6,3,748,7,346,1411,119,84,60,0,893,837,1006
2020-11,효돈동,37930.4113,3030.06,31773.502,48,1,50,1317,10,0,271,61,9,136,9,30,2,0,801,733,28,702,5,0,887,1,10,639,614,196,23,0,641,136,1146
2020-12,건입동,101918.9994,25746.957600000005,158442.51840000006,76,64,581,1454,17,13,748,61,135,1333,704,118,21,18,784,719,45,802,8,1,766,38,51,1343,249,40,97,117,1025,381,1420
2020-12,구좌읍,353239.13389999996,8419.704899999999,133735.1733,140,30,1238,1483,277,2,1487,31,398,1441,782,838,650,9,1032,1417,766,459,12,2,1446,115,719,886,641,800,124,43,1474,446,1402
2020-12,남원읍,313966.31929999986,26225.8987,301733.60750000004,130,13,267,1466,19,0,881,748,755,1488,747,814,556,33,823,1247,155,1293,3,0,1450,24,39,810,814,675,87,0,1394,715,1484
2020-12,노형동,1305922.2278,103426.21280000001,540486.5309999998,903,982,957,1488,485,2,1228,597,780,1357,332,811,139,701,791,77,1060,641,1302,1,1483,696,149,1255,817,1025,1430,168,1399,851,1479
2020-12,대륜동,118142.61200000001,14008.193799999997,104842.715,535,730,868,1457,637,32,1089,18,453,1140,833,719,78,0,384,104,247,127,132,0,769,737,20,972,655,85,11,0,1439,85,1170
2020-12,대정읍,710337.0128999999,46171.18480000001,399057.6692,1158,5,868,1488,662,4,1268,818,1323,1473,877,201,272,20,840,1481,1019,744,811,523,1409,844,170,794,85,1423,750,0,1278,312,1488
2020-12,대천동,95194.72059999999,11918.951699999998,187748.90570000006,88,33,807,1387,22,684,885,50,119,1364,587,500,7,0,523,145,637,644,666,0,1414,70,8,715,605,232,33,2,1134,690,1382
2020-12,도두동,50882.6694,6820.982100000002,36025.29789999999,75,136,115,1449,3,1,168,29,16,773,60,40,3,5,742,233,27,739,56,0,706,12,2,45,144,32,547,5,170,79,800
2020-12,동홍동,215811.42620000002,8788.713800000001,136502.59690000003,101,116,319,1488,170,0,886,89,47,971,171,759,362,0,328,234,619,300,25,0,902,97,17,597,95,902,14,33,1028,170,1216
2020-12,봉개동,43263.1802,3822.3213000000005,99904.49019999999,40,43,349,1330,4,0,821,8,101,1437,413,336,11,3,736,542,87,926,1,0,1402,15,46,208,74,34,9,3,798,301,1368
2020-12,삼도1동,45388.972700000006,2920.480900000001,54710.94,2,379,783,1443,38,7,335,6,53,94,52,552,9,415,33,88,373,30,11,0,322,1,73,598,121,44,1,6,808,726,994
2020-12,삼도2동,91413.327,3930.9614,75067.915,28,689,237,1488,98,162,1007,70,131,699,178,431,336,26,135,41,136,21,11,0,491,32,54,614,632,15,651,44,645,267,1212
2020-12,삼양동,100985.24649999998,3297.753,30604.126699999997,28,90,607,1305,3,0,780,41,102,112,52,815,4,5,684,621,73,190,2,1,340,20,26,770,46,635,746,3,774,34,885
2020-12,서홍동,102317.8402,3383.5515,220302.51399999997,140,31,204,1482,143,0,423,9,1181,1365,805,77,24,0,131,1071,299,290,3,0,191,41,1,567,16,311,4,0,1290,27,1436
2020-12,성산읍,290317.9317,31057.7069,200370.67210000003,143,100,846,1488,83,0,1150,75,87,1459,768,922,726,3,754,1488,278,783,6,6,1444,70,205,853,1367,121,65,3,1056,436,1461
2020-12,송산동,47145.55739999999,4608.780600000001,124512.63969999999,588,5,61,1154,35,0,256,48,13,1380,286,25,14,0,67,57,6,234,0,0,72,21,6,11,62,37,411,1,839,12,1375
2020-12,아라동,980580.4434999999,43964.5752,161301.3545,764,748,773,1488,10,0,1294,189,785,1210,1488,1294,16,694,750,1445,807,661,780,711,991,525,1403,1025,702,748,744,639,990,758,1453
2020-12,안덕면,960586.2635,105445.1028,292313.7249,1021,457,1290,1488,313,5,1336,769,1424,1336,1238,1424,459,130,769,218,794,438,1232,222,1265,1142,260,822,463,1251,828,7,1488,1164,1451
2020-12,애월읍,687106.2356999998,72277.79749999999,853269.692,572,242,1021,1488,32,62,1458,512,1337,1488,1169,961,102,225,1432,1165,956,1403,173,2,1440,840,788,977,924,1393,708,28,1405,719,1488
2020-12,연동,1851732.4928000006,91847.29170000002,463913.7006999999,627,1110,939,1488,894,47,1400,558,919,1216,794,1160,1445,122,123,767,948,739,1133,0,1479,777,183,1390,1110,1229,1077,21,1456,1003,1477
2020-12,영천동,96321.4892,17272.187499999996,228298.0534,48,266,133,1457,8,0,888,56,27,1451,477,117,71,2,751,800,68,993,19,0,1015,21,26,733,394,575,9,1,937,1251,1482
2020-12,예래동,145585.63859999998,27726.85130000001,76247.75210000001,130,55,917,1473,167,0,1107,22,218,545,334,109,5,0,54,12,231,19,64,0,999,152,13,315,215,91,55,37,1315,93,1281
2020-12,오라동,114025.43940000003,10007.629199999998,123247.55699999999,547,103,803,1486,78,7,745,12,178,337,254,646,90,67,69,276,188,34,48,1,867,82,71,490,576,53,201,1,1154,82,1274
2020-12,외도동,115995.24470000001,8770.0377,56348.113800000014,75,102,139,1388,1,38,858,0,56,878,88,724,559,5,250,39,333,680,3,0,1359,2,6,788,200,42,46,0,846,34,818
2020-12,용담1동,46402.55810000001,1500.6425000000006,30688.654400000003,8,62,163,1249,3,1,452,10,26,328,31,49,358,4,25,9,30,23,422,20,734,5,32,54,14,9,6,2,774,22,750
2020-12,용담2동,51036.076000000015,17297.848399999995,88897.72780000001,216,431,361,1435,40,7,1038,80,393,762,95,284,42,8,402,200,94,54,329,9,625,96,85,766,783,103,726,23,1124,184,1002
2020-12,우도면,14763.7399,1935.2494000000004,143318.18959999998,5,5,732,1237,7,0,136,12,11,1393,583,45,0,0,692,264,15,478,4,0,11,6,3,123,25,3,3,0,355,3,1315
2020-12,이도1동,60807.57420000002,16841.671599999998,87776.24079999999,140,78,842,1474,7,4,500,20,130,895,248,787,6,17,313,50,656,17,17,2,899,8,114,925,735,333,232,6,1161,156,937
2020-12,이도2동,326256.1468,40672.764200000005,177388.17690000002,753,535,784,1488,24,25,1235,58,799,157,1289,855,18,204,294,100,785,349,126,12,694,56,609,977,1116,352,300,27,1280,774,1449
2020-12,이호동,87443.72959999999,2494.140499999999,55071.369300000006,139,10,77,1441,2,4,102,7,15,609,579,20,7,1,545,718,67,742,8,0,457,6,18,148,73,137,285,2,620,749,1100
2020-12,일도1동,22058.145700000005,2980.8979999999992,55141.886300000006,23,23,64,1183,6,15,161,14,54,767,112,67,13,3,452,58,34,20,11,0,577,6,41,860,50,126,11,6,431,209,872
2020-12,일도2동,125591.1121,9006.6178,74360.46280000001,66,42,697,1467,2,0,1300,11,48,791,73,455,22,10,982,34,312,599,107,0,794,4,320,1021,577,366,385,29,729,765,900
2020-12,정방동,122887.21010000003,22163.35539999999,166131.52839999998,169,313,95,1486,13,0,682,85,104,1291,467,546,129,0,3,9,17,125,2,0,308,64,27,573,559,49,2,0,1165,19,1350
2020-12,조천읍,406514.2832,18391.661799999998,206396.55579999997,841,436,1112,1488,80,24,1349,225,709,1369,700,870,14,744,1423,1219,786,1092,23,0,1341,668,319,1337,211,401,34,70,1294,309,1422
2020-12,중문동,271384.2435,24735.411499999995,289118.4394,1075,29,1032,1485,64,28,972,58,1063,1382,649,217,8,0,707,1128,725,138,141,0,1471,179,17,789,760,591,60,7,1318,102,1485
2020-12,중앙동,39682.1605,7687.780800000001,68773.75980000001,30,31,448,1414,64,0,592,74,52,268,68,177,454,0,30,14,67,19,71,0,159,35,2,503,33,265,5,0,1039,9,630
2020-12,천지동,26971.244700000003,1069.3924999999997,34090.210900000005,20,18,29,1232,177,0,419,26,81,429,86,114,111,0,5,3,8,9,1,0,470,397,4,351,7,27,2,0,960,30,969
2020-12,추자면,23624.546800000007,3164.1610999999994,159338.75419999997,6,30,15,1372,0,0,819,6,5,1476,443,36,1,0,7,241,36,215,3,0,770,4,45,68,22,36,10,15,117,6,1488
2020-12,표선면,181663.5703,10648.005000000001,90972.22760000001,29,84,828,1472,3,0,1473,40,189,1431,95,428,7,0,747,1277,671,1465,1,0,815,7,981,922,149,738,35,0,1375,84,1008
2020-12,한경면,219371.58989999993,4298.2286,113083.80630000001,120,10,707,1439,375,0,972,97,1140,1416,339,576,28,0,758,1313,191,361,11,3,749,456,709,770,97,445,30,0,1094,542,1281
2020-12,한림읍,831856.8039000002,64362.96510000001,317118.47130000003,320,62,1039,1488,48,4,1442,804,837,1488,1019,150,7,17,768,1240,1128,961,43,29,1418,501,20,1412,860,993,273,15,1339,209,1488
2020-12,화북동,216034.49609999993,26199.572999999997,57276.26080000002,105,108,760,1135,1,0,939,723,76,145,970,757,8,129,596,1227,82,747,14,0,1045,16,188,1266,73,73,8,5,766,1230,1440
