base_date,emd_nm,em_cnt,em_g,pay_amt
2020-12-11,대정읍,1255,4112700,122990
2020-12-11,대천동,866,2048000,60302
2020-12-11,도두동,215,537400,16068
2020-12-11,동홍동,1435,3158800,94411
2020-12-11,봉개동,256,477700,14269
2020-12-11,삼도1동,801,1808200,54056
2020-12-11,삼도2동,465,977000,29116
2020-12-11,삼양동,1418,2896350,85709
2020-12-11,서홍동,474,1239450,37043
2020-12-11,성산읍,369,2072000,61806
2020-12-11,송산동,166,525950,15735
2020-12-11,아라동,1834,3915650,116778
2020-12-11,안덕면,329,1062950,31509
2020-12-11,알수없음,8,105650,3168
2020-12-11,애월읍,1059,2860200,85553
2020-12-11,연동,3031,6394050,190876
2020-12-11,영천동,340,1415450,42382
2020-12-11,예래동,150,532550,15940
2020-12-11,오라동,836,1821050,54432
2020-12-11,외도동,1450,2900050,86642
2020-12-11,용담1동,472,1016650,30376
2020-12-11,용담2동,995,2054000,61375
2020-12-11,이도1동,632,1316550,39337
2020-12-11,이도2동,3279,6441600,192359
2020-12-11,이호동,288,717950,21471
2020-12-11,일도1동,180,557650,16689
2020-12-11,일도2동,2283,4700150,140429
2020-12-11,정방동,238,924950,27479
2020-12-11,조천읍,739,2155600,64486
2020-12-11,중문동,633,1661600,49565
2020-12-11,중앙동,1715,1593300,47720
2020-12-11,천지동,282,992400,29699
2020-12-11,표선면,257,986500,29530
2020-12-11,한경면,183,654400,19586
2020-12-11,한림읍,630,2238800,67017
2020-12-11,화북동,1767,3538100,105702
2020-12-11,효돈동,238,857700,25671
2020-12-12,건입동,605,1283950,38359
2020-12-12,구좌읍,346,1010050,30215
2020-12-12,남원읍,445,2017650,60421
2020-12-12,노형동,4132,8697500,259910
2020-12-12,대륜동,545,1352400,40318
2020-12-12,대정읍,1252,3580450,107025
2020-12-12,대천동,899,2079600,61547
2020-12-12,도두동,285,889850,26622
2020-12-12,동홍동,1509,3585100,107166
2020-12-12,봉개동,257,475600,14216
2020-12-12,삼도1동,817,1802300,53863
2020-12-12,삼도2동,462,1021650,30384
2020-12-12,삼양동,1516,3251800,96405
2020-12-12,서홍동,543,1449250,43292
2020-12-12,성산읍,345,1978050,59037
2020-12-12,송산동,190,596300,17843
2020-12-12,아라동,1935,4290450,128177
2020-12-12,안덕면,331,1230650,36496
2020-12-12,알수없음,8,77850,2334
2020-12-12,애월읍,1167,3170800,94855
2020-12-12,연동,3139,6490700,193827
2020-12-12,영천동,344,1420050,42517
2020-12-12,예래동,160,633850,18976
2020-12-12,오라동,956,2233200,66759
2020-12-12,외도동,1530,3478550,103985
2020-12-12,용담1동,483,960250,28692
2020-12-12,용담2동,1024,2059600,61528
2020-12-12,이도1동,583,1277950,38184
2020-12-12,이도2동,3305,7352300,219568
2020-12-12,이호동,292,674100,20150
2020-12-12,일도1동,185,578300,17303
2020-12-12,일도2동,2467,5525850,165174
2020-12-12,정방동,236,996500,29602
2020-12-12,조천읍,681,1587150,47447
2020-12-12,중문동,716,1911500,57040
2020-12-12,중앙동,559,1648500,49365
2020-12-12,천지동,325,1067300,31942
2020-12-12,표선면,223,1118100,33490
2020-12-12,한경면,196,694800,20796
2020-12-12,한림읍,651,2380950,71277
2020-12-12,화북동,1816,3564200,106471
2020-12-12,효돈동,252,969900,29040
2020-12-13,건입동,674,1386600,41439
2020-12-13,구좌읍,346,929500,27787
2020-12-13,남원읍,535,2171100,64997
2020-12-13,노형동,4599,9465200,282806
2020-12-13,대륜동,598,1331100,39685
2020-12-13,대정읍,1229,3623050,108268
2020-12-13,대천동,908,2078900,60695
2020-12-13,도두동,246,560500,16749
2020-12-13,동홍동,1567,3683000,110097
2020-12-13,봉개동,285,551250,16466
2020-12-13,삼도1동,1029,2229050,66616
2020-12-13,삼도2동,587,1233450,36764
2020-12-13,삼양동,1763,3857300,114792
2020-12-13,서홍동,588,1511100,45135
2020-12-13,성산읍,368,2226500,66554
2020-12-13,송산동,216,676900,20256
2020-12-13,아라동,2180,4506250,134494
2020-12-13,안덕면,341,1408700,41602
2020-12-13,알수없음,11,79800,2392
2020-12-13,애월읍,1241,3715500,111177
2020-12-13,연동,3623,7539800,225176
2020-12-13,영천동,366,1461950,43771
2020-12-13,예래동,165,458300,13709
2020-12-13,오라동,1115,2372050,70886
2020-12-13,외도동,1667,3610350,107921
2020-12-13,용담1동,518,1127600,33694
2020-12-13,용담2동,1156,2531550,75651
2020-12-13,이도1동,698,1467050,43850
2020-12-13,이도2동,4003,8240400,245906
2020-12-13,이호동,354,823500,24602
2020-12-13,일도1동,212,687700,20583
2020-12-13,일도2동,2844,6251850,186860
2020-12-13,정방동,209,835100,25000
2020-12-13,조천읍,685,1746450,52225
2020-12-13,중문동,765,1915450,57138
2020-12-13,중앙동,348,1424500,42651
2020-12-13,천지동,281,918200,27478
2020-12-13,표선면,222,1064950,31889
2020-12-13,한경면,179,650150,19458
2020-12-13,한림읍,695,2415650,72304
2020-12-13,화북동,2039,3975650,118775
2020-12-13,효돈동,243,882750,26426
2020-12-14,건입동,539,1211750,36199
2020-12-14,구좌읍,298,879250,26297
2020-12-14,남원읍,449,1808600,54152
2020-12-14,노형동,3691,7535550,225172
2020-12-14,대륜동,531,1383850,41298
2020-12-14,대정읍,1048,3150700,94202
2020-12-14,대천동,809,1756950,51824
2020-12-14,도두동,173,475800,14233
2020-12-14,동홍동,1418,3330950,99589
2020-12-14,봉개동,250,516700,15444
2020-12-14,삼도1동,773,1808700,54075
2020-12-14,삼도2동,430,991800,29511
2020-12-14,삼양동,1333,2874350,84538
2020-12-14,서홍동,491,1154350,34486
2020-12-14,성산읍,375,1954600,58202
2020-12-14,송산동,161,503650,15063
2020-12-14,아라동,1709,3536900,105654
2020-12-14,안덕면,259,798300,23684
2020-12-14,알수없음,5,52650,1579
2020-12-14,애월읍,961,2411800,72131
2020-12-14,연동,2746,5809750,173467
2020-12-14,영천동,384,1769750,53000
2020-12-14,예래동,121,405450,12134
2020-12-14,오라동,845,1865250,55751
2020-12-14,외도동,1324,2926500,87473
2020-12-14,용담1동,421,941150,28132
2020-12-14,용담2동,820,1576000,47074
2020-12-14,이도1동,530,1130300,33785
2020-12-14,이도2동,3090,6560400,195833
2020-12-14,이호동,223,503100,15038
2020-12-14,일도1동,161,523250,15653
2020-12-14,일도2동,2223,4722200,141105
2020-12-14,정방동,212,757050,22551
2020-12-14,조천읍,609,1478900,44222
2020-12-14,중문동,592,1561550,46574
2020-12-14,중앙동,320,1441200,43158
2020-12-14,천지동,270,920400,27551
2020-12-14,표선면,258,995700,29798
2020-12-14,한경면,154,534750,16004
2020-12-14,한림읍,499,1789200,53547
2020-12-14,화북동,1754,3370750,100666
2020-12-14,효돈동,200,759600,22739
2020-12-15,건입동,572,1098900,32824
2020-12-15,구좌읍,285,883200,26429
2020-12-15,남원읍,472,1931500,57829
2020-12-15,노형동,3896,7861550,234888
2020-12-15,대륜동,557,1365850,40696
2020-12-15,대정읍,1139,3300950,98673
2020-12-15,대천동,816,1993050,58108
2020-12-15,도두동,221,458200,13690
2020-12-15,동홍동,1493,3395750,101509
2020-12-15,봉개동,223,465050,13897
2020-12-15,삼도1동,887,1828000,54610
2020-12-15,삼도2동,453,957300,28532
2020-12-15,삼양동,1483,3106800,92117
2020-12-15,서홍동,482,1277400,38167
2020-12-15,성산읍,366,1941650,57903
2020-12-15,송산동,170,515050,15409
2020-12-15,아라동,1791,3626500,108279
2020-12-15,안덕면,310,1119200,33155
2020-12-15,알수없음,6,59100,1771
2020-12-15,애월읍,1064,2865200,85690
2020-12-15,연동,2963,6064000,181132
2020-12-15,영천동,339,1360850,40741
2020-12-15,예래동,140,539850,16162
2020-12-15,오라동,885,1920350,57402
2020-12-15,외도동,1468,3080700,92055
2020-12-15,용담1동,498,996000,29764
2020-12-15,용담2동,927,1875450,56029
2020-12-15,이도1동,605,1274100,38071
2020-12-15,이도2동,3275,6818650,203634
2020-12-15,이호동,284,649150,19405
2020-12-15,일도1동,159,523550,15672
2020-12-15,일도2동,2387,4971050,148529
2020-12-15,정방동,208,796150,23665
2020-12-15,조천읍,664,1615950,48317
2020-12-15,중문동,671,1803150,53813
2020-12-15,중앙동,349,1519300,45494
2020-12-15,천지동,271,1016900,30439
2020-12-15,표선면,237,1051000,31468
2020-12-15,한경면,176,591150,17693
2020-12-15,한림읍,625,2531950,75801
2020-12-15,화북동,1752,3322750,99243
2020-12-15,효돈동,213,718300,21501
2020-12-16,건입동,518,1114500,33301
2020-12-16,구좌읍,303,901450,26962
2020-12-16,남원읍,477,1736100,51956
2020-12-16,노형동,3707,7286300,217707
2020-12-16,대륜동,531,1481150,44200
2020-12-16,대정읍,1156,3491800,104469
2020-12-16,대천동,833,1912250,56588
2020-12-16,도두동,193,484300,14480
2020-12-16,동홍동,1435,3273950,97861
2020-12-16,봉개동,220,403150,12038
2020-12-16,삼도1동,735,1554150,46439
2020-12-16,삼도2동,477,938050,27864
2020-12-16,삼양동,1374,2935450,86741
2020-12-16,서홍동,475,1190400,35546
2020-12-16,성산읍,303,1690500,50455
2020-12-16,송산동,199,698750,20911
2020-12-16,아라동,1682,3371900,100675
2020-12-16,안덕면,329,1058150,31571
2020-12-16,알수없음,10,93750,2810
2020-12-16,애월읍,918,2509200,75049
2020-12-16,연동,2895,5750550,171676
2020-12-16,영천동,336,1309350,39207
2020-12-16,예래동,156,516350,15461
2020-12-16,오라동,874,1861200,55624
2020-12-16,외도동,1383,2793550,83451
2020-12-16,용담1동,393,782400,23373
2020-12-16,용담2동,874,1823050,54473
2020-12-16,이도1동,534,1117950,33404
2020-12-16,이도2동,3181,6383200,190540
2020-12-16,이호동,261,543900,16249
2020-12-16,일도1동,173,497100,14873
2020-12-16,일도2동,2244,4616550,137939
2020-12-16,정방동,217,740800,21965
2020-12-16,조천읍,592,1542600,46133
2020-12-16,중문동,600,1634050,48755
2020-12-16,중앙동,308,1449150,43397
2020-12-16,천지동,303,978700,29287
2020-12-16,표선면,224,1016600,30445
2020-12-16,한경면,146,480600,14383
2020-12-16,한림읍,563,2027250,60673
2020-12-16,화북동,1768,3426150,102343
2020-12-16,효돈동,238,844900,25289
2020-12-17,건입동,604,1250900,37373
2020-12-17,구좌읍,334,912600,27295
2020-12-17,남원읍,518,2296350,68765
2020-12-17,노형동,4279,8372300,250104
2020-12-17,대륜동,576,1478550,44128
2020-12-17,대정읍,1245,3699750,110685
2020-12-17,대천동,834,1886350,55797
2020-12-17,도두동,262,751250,22479
2020-12-17,동홍동,1475,3435100,102700
2020-12-17,봉개동,250,466300,13927
2020-12-17,삼도1동,930,2018300,60321
2020-12-17,삼도2동,502,1096250,32580
2020-12-17,삼양동,1587,3272500,96767
2020-12-17,서홍동,505,1244250,37165
2020-12-17,성산읍,374,2147850,64051
2020-12-17,송산동,178,555000,16606
2020-12-17,아라동,1948,3802500,113448
2020-12-17,안덕면,321,1083100,32136
2020-12-17,알수없음,9,62100,1861
2020-12-17,애월읍,1153,2946600,88123
2020-12-17,연동,3324,6793850,202869
2020-12-17,영천동,343,1308750,39176
2020-12-17,예래동,182,565550,16919
2020-12-17,오라동,962,2004050,59877
2020-12-17,외도동,1607,3267950,97656
2020-12-17,용담1동,482,1025900,30660
2020-12-17,용담2동,1016,2232050,66697
2020-12-17,이도1동,668,1244800,37173
2020-12-17,이도2동,3680,7675400,229137
2020-12-17,이호동,286,731000,21859
2020-12-17,일도1동,184,564900,16901
2020-12-17,일도2동,2578,5376500,160676
2020-12-17,정방동,213,701450,20830
2020-12-17,조천읍,705,1595300,47680
2020-12-17,중문동,747,1972000,58738
2020-12-17,중앙동,333,1438750,43078
2020-12-17,천지동,299,974400,29164
2020-12-17,표선면,273,1183050,35419
2020-12-17,한경면,210,672950,20137
2020-12-17,한림읍,653,2164750,64772
2020-12-17,화북동,1860,3529650,105426
2020-12-17,효돈동,241,870150,26050
2020-12-18,건입동,586,1223550,36567
2020-12-18,구좌읍,322,827600,24744
2020-12-18,남원읍,471,1849600,55358
2020-12-18,노형동,4114,8479400,253347
2020-12-18,대륜동,548,1384350,41302
2020-12-18,대정읍,1128,3463900,103653
2020-12-18,대천동,946,2323850,68044
2020-12-18,도두동,215,537750,16083
2020-12-18,동홍동,1388,3227650,96484
2020-12-18,봉개동,260,523650,15645
2020-12-18,삼도1동,804,1762550,52680
2020-12-18,삼도2동,475,1047950,31236
2020-12-18,삼양동,1458,3085000,91290
2020-12-18,서홍동,474,1200050,35857
2020-12-18,성산읍,359,1774100,52880
2020-12-18,송산동,199,627400,18770
2020-12-18,아라동,1838,3801850,113385
2020-12-18,안덕면,313,993300,29697
2020-12-18,알수없음,6,91900,2755
2020-12-18,애월읍,1081,2986600,89324
2020-12-18,연동,3122,6423500,191831
2020-12-18,영천동,364,1639650,49100
2020-12-18,예래동,143,523000,15658
2020-12-18,오라동,935,1981650,59226
2020-12-18,외도동,1406,2899000,86632
2020-12-18,용담1동,475,967350,28901
2020-12-18,용담2동,939,1900000,56770
2020-12-18,이도1동,576,1247850,37289
2020-12-18,이도2동,3441,7077500,211381
2020-12-18,이호동,282,684100,20446
2020-12-18,일도1동,194,528950,15823
2020-12-18,일도2동,2343,4831850,144373
2020-12-18,정방동,225,795500,23619
2020-12-18,조천읍,679,1688050,50478
2020-12-18,중문동,734,2008450,59979
2020-12-18,중앙동,321,1411200,42251
2020-12-18,천지동,281,933650,27934
2020-12-18,표선면,242,1102600,33026
2020-12-18,한경면,174,595900,17832
2020-12-18,한림읍,603,2345750,70225
2020-12-18,화북동,1805,3400700,101570
2020-12-18,효돈동,224,775050,23197
2020-12-19,건입동,570,1266450,37860
2020-12-19,구좌읍,298,811300,24262
2020-12-19,남원읍,416,1772050,53063
2020-12-19,노형동,4108,8413200,251356
2020-12-19,대륜동,560,1305150,38948
2020-12-19,대정읍,1127,3175850,94912
2020-12-19,대천동,923,2240750,65815
2020-12-19,도두동,212,516550,15442
2020-12-19,동홍동,1477,3398950,101603
2020-12-19,봉개동,281,547450,16358
2020-12-19,삼도1동,856,1947050,58184
2020-12-19,삼도2동,439,906800,26961
2020-12-19,삼양동,1572,3349700,99211
2020-12-19,서홍동,542,1388700,41465
2020-12-19,성산읍,324,1848100,55232
2020-12-19,송산동,203,648350,19397
2020-12-19,아라동,1889,3965650,118428
2020-12-19,안덕면,293,1096900,32739
2020-12-19,알수없음,11,63550,1904
2020-12-19,애월읍,1067,3002000,89797
2020-12-19,연동,3086,6462650,192948
2020-12-19,영천동,376,1949250,58387
2020-12-19,예래동,129,388750,11629
2020-12-19,오라동,938,2178750,65128
2020-12-19,외도동,1544,3295000,98461
2020-12-19,용담1동,456,993100,29675
2020-12-19,용담2동,996,2162850,64635
2020-12-19,이도1동,599,1277750,38180
2020-12-19,이도2동,3412,7379100,220306
2020-12-19,이호동,306,641350,19159
2020-12-19,일도1동,180,624150,18674
2020-12-19,일도2동,2397,5201650,155445
2020-12-19,정방동,193,745950,22080
2020-12-19,조천읍,616,1486100,44447
2020-12-19,중문동,652,1812500,53785
2020-12-19,중앙동,343,1443850,43226
2020-12-19,천지동,281,938100,28075
2020-12-19,표선면,212,1001450,29990
2020-12-19,한경면,162,556700,16663
2020-12-19,한림읍,632,2109350,63128
2020-12-19,화북동,1982,4015450,119968
2020-12-19,효돈동,229,785000,23488
2020-12-20,건입동,666,1492400,44595
2020-12-20,구좌읍,368,932100,27874
2020-12-20,남원읍,506,2059200,61646
2020-12-20,노형동,4850,9828550,293655
2020-12-20,대륜동,610,1536400,45811
2020-12-20,대정읍,1130,3288350,98286
2020-12-20,대천동,1006,2272600,66754
2020-12-20,도두동,255,609650,18226
2020-12-20,동홍동,1559,3616100,108100
2020-12-20,봉개동,314,548750,16378
2020-12-20,삼도1동,1015,2196550,65641
2020-12-20,삼도2동,578,1149750,34164
2020-12-20,삼양동,1852,3947900,117240
2020-12-20,서홍동,579,1498700,44776
2020-12-20,성산읍,376,2030150,60493
2020-12-20,송산동,194,623850,18667
2020-12-20,아라동,2227,4686350,140000
2020-12-20,안덕면,348,1172750,35058
2020-12-20,알수없음,4,12750,381
2020-12-20,애월읍,1270,3364700,100636
2020-12-20,연동,3627,7419250,221569
2020-12-20,영천동,354,1342450,40182
2020-12-20,예래동,170,491800,14719
2020-12-20,오라동,1131,2595350,77563
2020-12-20,외도동,1814,3927050,117359
2020-12-20,용담1동,510,1138200,34017
2020-12-20,용담2동,1150,2315850,69187
2020-12-20,이도1동,674,1305000,38985
2020-12-20,이도2동,4185,8905050,265825
2020-12-20,이호동,360,773000,23098
2020-12-20,일도1동,199,516150,15438
2020-12-20,일도2동,2918,6227900,186103
2020-12-20,정방동,225,679850,20243
2020-12-20,조천읍,776,1955900,58483
2020-12-20,중문동,768,2014200,60043
2020-12-20,중앙동,269,1109150,33216
2020-12-20,천지동,297,934650,27963
2020-12-20,표선면,199,903000,27039
2020-12-20,한경면,192,604800,18092
2020-12-20,한림읍,623,2260300,67647
2020-12-20,화북동,2100,4075450,121741
2020-12-20,효돈동,252,867100,25958
2020-12-21,건입동,568,1131550,33798
2020-12-21,구좌읍,314,808200,24171
2020-12-21,남원읍,476,1925100,57634
2020-12-21,노형동,4054,8397300,250940
2020-12-21,대륜동,570,1402600,41807
2020-12-21,대정읍,1181,3744000,111993
2020-12-21,대천동,876,2088200,61566
2020-12-21,도두동,214,495400,14806
2020-12-21,동홍동,1566,3649050,109101
2020-12-21,봉개동,274,546850,16336
2020-12-21,삼도1동,872,1866550,55772
2020-12-21,삼도2동,454,968050,28893
2020-12-21,삼양동,1542,3150850,92918
2020-12-21,서홍동,515,1241950,37100
2020-12-21,성산읍,391,1874050,55818
2020-12-21,송산동,170,493450,14759
2020-12-21,아라동,1918,4114100,122760
2020-12-21,안덕면,327,1093000,32706
2020-12-21,알수없음,10,130300,3907
2020-12-21,애월읍,1070,3187950,95371
2020-12-21,연동,3109,6252600,186714
2020-12-21,영천동,360,1373050,41102
2020-12-21,예래동,153,508600,15221
2020-12-21,오라동,990,2195400,65614
2020-12-21,외도동,1525,3175900,94914
2020-12-21,용담1동,455,974300,29116
2020-12-21,용담2동,957,1835850,54828
2020-12-21,이도1동,544,1077500,32197
2020-12-21,이도2동,3428,7277600,217322
2020-12-21,이호동,321,818900,24490
2020-12-21,일도1동,181,514150,15380
2020-12-21,일도2동,2397,4795500,143266
2020-12-21,정방동,219,718000,21405
2020-12-21,조천읍,722,1821650,54466
2020-12-21,중문동,686,1911050,57071
2020-12-21,중앙동,285,1184500,35457
2020-12-21,천지동,281,840400,25138
2020-12-21,표선면,257,886900,26541
2020-12-21,한경면,185,631750,18914
2020-12-21,한림읍,611,2253550,67459
2020-12-21,화북동,1875,3356550,100230
2020-12-21,효돈동,235,799350,23926
2020-12-22,건입동,611,1271900,38013
2020-12-22,구좌읍,332,808950,24186
2020-12-22,남원읍,461,1852000,55439
2020-12-22,노형동,4289,8573250,256139
2020-12-22,대륜동,573,1394300,41556
2020-12-22,대정읍,1059,3246750,97079
2020-12-22,대천동,861,2026500,59937
2020-12-22,도두동,252,699000,20906
2020-12-22,동홍동,1475,3424250,102361
2020-12-22,봉개동,273,528500,15786
2020-12-22,삼도1동,826,1744050,52117
2020-12-22,삼도2동,511,1045100,31120
2020-12-22,삼양동,1624,3344300,99487
2020-12-22,서홍동,538,1390500,41515
2020-12-22,성산읍,330,1525200,45307
2020-12-22,송산동,177,505850,15126
2020-12-22,아라동,2022,4017150,120004
2020-12-22,안덕면,328,1084600,31843
2020-12-22,알수없음,10,58720,1759
2020-12-22,애월읍,1163,2967050,88739
2020-12-22,연동,3177,6185200,184707
2020-12-22,영천동,359,1402900,41994
2020-12-22,예래동,148,500650,14982
2020-12-22,오라동,1002,2186800,65369
2020-12-22,외도동,1582,3241100,96838
2020-12-22,용담1동,500,958200,28620
2020-12-22,용담2동,1009,2021750,60400
2020-12-22,이도1동,620,1211800,36200
2020-12-22,이도2동,3587,7541900,225279
2020-12-22,이호동,293,678550,20286
2020-12-22,일도1동,171,478000,14293
2020-12-22,일도2동,2553,5287500,157987
2020-12-22,정방동,202,676300,19977
2020-12-22,조천읍,743,1802900,53903
2020-12-22,중문동,651,1682800,50163
2020-12-22,중앙동,296,1111000,33260
2020-12-22,천지동,292,888350,26572
2020-12-22,표선면,229,881850,26404
2020-12-22,한경면,223,695050,20809
2020-12-22,한림읍,572,1748750,52329
2020-12-22,화북동,1943,3741250,111759
2020-12-22,효돈동,235,836750,25047
2020-12-23,건입동,562,1179000,35223
2020-12-23,구좌읍,297,803400,24031
2020-12-23,남원읍,506,2181450,65310
2020-12-23,노형동,4287,8557600,255668
2020-12-23,대륜동,536,1378000,41128
2020-12-23,대정읍,1191,3615100,108116
2020-12-23,대천동,933,1944600,57280
2020-12-23,도두동,217,494600,14778
2020-12-23,동홍동,1528,3349500,100108
2020-12-23,봉개동,240,446500,13331
2020-12-23,삼도1동,889,1864400,55730
2020-12-23,삼도2동,507,1074600,31884
2020-12-23,삼양동,1588,3355450,99569
2020-12-23,서홍동,520,1342950,40160
2020-12-23,성산읍,353,1675800,49796
2020-12-23,송산동,209,749650,22440
2020-12-23,아라동,1941,3973050,118700
2020-12-23,안덕면,333,977600,29233
2020-12-23,알수없음,5,54250,1627
2020-12-23,애월읍,1147,2897000,86643
2020-12-23,연동,3338,6571700,196245
2020-12-23,영천동,365,1480000,44315
2020-12-23,예래동,184,576200,17243
2020-12-23,오라동,961,1879700,56146
2020-12-23,외도동,1668,3395600,101465
2020-12-23,용담1동,476,928750,27745
2020-12-23,용담2동,1025,1999500,59739
2020-12-23,이도1동,644,1257800,37573
2020-12-23,이도2동,3569,7224400,215677
2020-12-23,이호동,317,677600,20246
2020-12-23,일도1동,174,472050,14119
2020-12-23,일도2동,2502,5036700,150469
2020-12-23,정방동,226,752500,22359
2020-12-23,조천읍,743,1758100,52565
2020-12-23,중문동,721,2015450,60220
2020-12-23,중앙동,336,1425550,42681
2020-12-23,천지동,294,865450,25889
2020-12-23,표선면,255,1094350,32771
2020-12-23,한경면,193,632800,18938
2020-12-23,한림읍,645,2475100,74099
2020-12-23,화북동,1924,3661350,109358
2020-12-23,효돈동,232,871650,26089
2020-12-24,건입동,557,1079200,32241
2020-12-24,구좌읍,297,832550,24898
2020-12-24,남원읍,472,1760100,52642
2020-12-24,노형동,4303,8556650,255642
2020-12-24,대륜동,605,1474550,43942
2020-12-24,대정읍,1060,3067000,91654
2020-12-24,대천동,900,2004100,58466
2020-12-24,도두동,228,539400,16116
2020-12-24,동홍동,1595,3558400,106342
2020-12-24,봉개동,271,498800,14896
2020-12-24,삼도1동,907,1900000,56773
2020-12-24,삼도2동,494,922550,27461
2020-12-24,삼양동,1515,3197700,94247
2020-12-24,서홍동,554,1419450,42431
2020-12-24,성산읍,302,1664450,49586
2020-12-24,송산동,210,627750,18783
2020-12-24,아라동,1930,3821550,114131
2020-12-24,안덕면,347,1207200,36135
2020-12-24,알수없음,11,57450,1721
2020-12-24,애월읍,1107,2846450,85128
2020-12-24,연동,3147,6160200,183867
2020-12-24,영천동,426,1965050,58853
2020-12-24,예래동,144,466150,13955
2020-12-24,오라동,964,2137050,63885
2020-12-24,외도동,1559,3136450,93710
2020-12-24,용담1동,547,1075300,32118
2020-12-24,용담2동,1000,1951850,58300
2020-12-24,이도1동,559,1061200,31699
2020-12-24,이도2동,3701,7414050,221405
2020-12-24,이호동,322,715150,21376
2020-12-24,일도1동,194,594000,17767
2020-12-24,일도2동,2448,4827450,144224
2020-12-24,정방동,243,832850,24684
2020-12-24,조천읍,703,1662200,49697
2020-12-24,중문동,683,1670150,49809
2020-12-24,중앙동,358,1551300,46459
2020-12-24,천지동,285,861000,25757
2020-12-24,표선면,254,842750,25223
2020-12-24,한경면,152,606350,18159
2020-12-24,한림읍,601,1854300,55486
2020-12-24,화북동,1874,3448500,102994
2020-12-24,효돈동,266,867100,25948
2020-12-25,건입동,579,1283100,38357
2020-12-25,구좌읍,333,859500,25706
2020-12-25,남원읍,449,1865000,55820
2020-12-25,노형동,4185,8588400,256574
2020-12-25,대륜동,656,1547900,46141
2020-12-25,대정읍,1093,3278300,97918
2020-12-25,대천동,960,2176650,63815
2020-12-25,도두동,209,507750,15182
2020-12-25,동홍동,1566,3678200,109951
2020-12-25,봉개동,291,543650,16238
2020-12-25,삼도1동,867,1805200,53945
2020-12-25,삼도2동,505,1056700,31498
2020-12-25,삼양동,1610,3555000,106022
2020-12-25,서홍동,556,1421850,42450
2020-12-25,성산읍,320,1647300,49033
2020-12-25,송산동,208,703600,21057
2020-12-25,아라동,1938,4089550,122110
2020-12-25,안덕면,362,1192350,35680
2020-12-25,알수없음,9,84300,2527
2020-12-25,애월읍,1159,3047500,91140
2020-12-25,연동,3189,6220900,185737
2020-12-25,영천동,332,1330500,39833
2020-12-25,예래동,152,426100,12750
2020-12-25,오라동,988,2130700,63658
2020-12-25,외도동,1570,3316850,99107
2020-12-25,용담1동,460,957050,28597
2020-12-25,용담2동,979,2103050,62854
2020-12-25,이도1동,581,1117150,33374
2020-12-25,이도2동,3504,7491100,223694
2020-12-25,이호동,304,673000,20117
2020-12-25,일도1동,176,544850,16302
2020-12-25,일도2동,2357,5000700,149436
2020-12-25,정방동,215,679050,20110
2020-12-25,조천읍,747,1735700,51904
2020-12-25,중문동,719,2061700,61375
2020-12-25,중앙동,310,1358000,40662
2020-12-25,천지동,275,879500,26317
2020-12-25,표선면,211,988350,29593
2020-12-25,한경면,173,660050,19759
2020-12-25,한림읍,633,2211500,66198
2020-12-25,화북동,2012,3966650,118510
2020-12-25,효돈동,265,985200,29489
2020-12-26,건입동,628,1316200,39343
2020-12-26,구좌읍,363,956050,28595
2020-12-26,남원읍,511,2076200,62105
2020-12-26,노형동,4537,9238950,276042
2020-12-26,대륜동,621,1502400,44781
2020-12-26,대정읍,1273,4609500,137886
2020-12-26,대천동,1021,2448850,71661
2020-12-26,도두동,243,639650,19132
2020-12-26,동홍동,1602,3790000,113289
2020-12-26,봉개동,291,575400,17187
2020-12-26,삼도1동,869,1786500,53373
2020-12-26,삼도2동,543,1151750,34271
2020-12-26,삼양동,1690,3717750,111113
2020-12-26,서홍동,564,1458400,43546
2020-12-26,성산읍,387,1937350,57824
2020-12-26,송산동,199,585200,17505
2020-12-26,아라동,2127,4407950,131559
2020-12-26,안덕면,380,1206700,36107
2020-12-26,알수없음,6,49300,1477
2020-12-26,애월읍,1274,3286200,98257
2020-12-26,연동,3495,7057050,210732
2020-12-26,영천동,361,1425000,42662
2020-12-26,예래동,188,539300,16130
2020-12-26,오라동,1031,2299150,68712
2020-12-26,외도동,1660,3683150,110075
2020-12-26,용담1동,524,1088250,32529
2020-12-26,용담2동,1040,2325750,69507
2020-12-26,이도1동,625,1150350,34347
2020-12-26,이도2동,3900,8342600,249118
2020-12-26,이호동,340,768850,22983
2020-12-26,일도1동,204,539750,16143
2020-12-26,일도2동,2598,5644900,168697
2020-12-26,정방동,210,706300,21002
2020-12-26,조천읍,774,1990400,59517
2020-12-26,중문동,813,2110350,62686
2020-12-26,중앙동,346,1460500,43732
2020-12-26,천지동,281,935550,27996
2020-12-26,표선면,257,1072450,32106
2020-12-26,한경면,208,615100,18407
2020-12-26,한림읍,710,2328600,69679
2020-12-26,화북동,2003,3892000,116276
2020-12-26,효돈동,240,902450,27012
2020-12-27,건입동,577,1208300,36121
2020-12-27,구좌읍,277,767350,22952
2020-12-27,남원읍,373,1369100,40961
2020-12-27,노형동,4243,8640900,258179
2020-12-27,대륜동,522,1324700,39551
2020-12-27,대정읍,1027,2994100,89470
2020-12-27,대천동,881,2028000,59040
2020-12-27,도두동,235,711000,21270
2020-12-27,동홍동,1318,3012050,90046
2020-12-27,봉개동,289,572950,17122
2020-12-27,삼도1동,864,1782050,53252
