base_date,emd_nm,use_cnt,mct_cat_nm_0,mct_cat_nm_1,mct_cat_nm_2,mct_cat_nm_3,mct_cat_nm_4,mct_cat_nm_5,mct_cat_nm_6,mct_cat_nm_7,mct_cat_nm_8,mct_cat_nm_9,mct_cat_nm_10
2020-10,건입동,68711,557169176,743836955,39630360,75307314,55932459,50614909,4613067,16468186,367994937,282302751,122032676
2020-10,구좌읍,60641,563983476,606899011,27272781,66354620,42690906,59380195,294202,11499837,386955035,180465757,31067875
2020-10,남원읍,60390,940865379,706347318,30763553,86509131,40332175,68995256,51188603,16270185,356739756,213444443,36676384
2020-10,노형동,485118,4533945037,4561432883,220839593,558992963,388073916,390677761,7242052,171108240,1396307074,785630723,1077819690
2020-10,대륜동,86098,1231458919,778317215,57236251,104956055,66402925,84954392,192402,17631251,218415479,159375944,120378643
2020-10,대정읍,115599,1602424882,1042553445,153910989,134748588,130307720,152210089,664754,9669473,450360085,194705732,79332576
2020-10,대천동,87965,1272042889,822218572,52208029,115027383,77027866,82494194,152700,11913654,189858888,147702944,126193412
2020-10,도두동,20937,223001706,213763831,10180143,25117114,14078986,17789245,233122,3723844,90894933,41803713,26979688
2020-10,동홍동,145661,2382306291,1296818537,70376123,159663222,94166835,145656205,136921,35475519,416643224,205543031,233020465
2020-10,봉개동,26370,255688058,299826808,17711521,31132170,22060755,24328521,1237888,5157188,75293621,41752379,32611223
2020-10,삼도1동,109366,1038451777,1094604853,47312339,117084049,77590968,85015675,2018694,39733304,313959243,237859133,193598645
2020-10,삼도2동,59157,626045313,576853311,21097959,74472909,39690423,43554062,2549072,19360324,243761782,122305310,93684287
2020-10,삼양동,180073,1431460493,1780641494,96133050,184957724,155305371,159173463,2788811,56218541,579363960,462530920,332838206
2020-10,서홍동,69348,1291034166,633186943,41303162,77075580,55845246,71745383,0,21443661,127082072,86519109,95920989
2020-10,성산읍,54388,687626679,528301437,19647757,57131178,28561981,57489616,1771829,10681365,360492787,196801698,44370413
2020-10,송산동,21109,373903566,213487579,9409950,27815832,14418399,17438849,0,3042293,60626176,107208461,29828115
2020-10,아라동,262602,2486415983,2671420119,172541205,279547993,259189318,244316947,5318032,86128531,623070006,320618041,434755577
2020-10,안덕면,54127,615133542,557546554,45881717,79561383,49127158,69529808,740086,10951135,299320252,113717869,43738651
2020-10,알수없음,8440,132346772,91882644,4273564,8490629,3889019,9880708,0,2359724,32595243,9426964,8211794
2020-10,애월읍,184267,1682868037,2043474345,102656823,234784088,153320526,191275382,2435056,46879409,1279237583,350123644,204178413
2020-10,연동,379985,3654548565,3843756980,176786387,436536802,278938008,249412243,7726620,185053338,1074143384,680562793,867179618
2020-10,영천동,27395,435131324,249950356,14164503,34466426,19688427,27900939,0,7110221,81185349,46162180,24889852
2020-10,예래동,19474,282032004,191996482,11286770,28011288,15092413,15615611,192402,2905372,84632094,146764042,31340552
2020-10,오라동,118536,1201927979,1235761662,67637896,153807281,101694078,111726267,3169034,34332050,349398674,133801035,183117155
2020-10,외도동,174589,1751948791,1732461871,86777059,202823597,141579222,161953821,1704641,46620125,563650568,191917636,266068526
2020-10,용담1동,50233,521308129,548611985,24033265,47006405,42174122,31985866,242793,15054693,134062052,105799671,65736130
2020-10,용담2동,110164,1125563307,1048039942,50131870,111123914,83558206,95850910,2108278,29106656,267086858,223945546,153177413
2020-10,우도면,3958,117790437,49748642,2608116,2326130,6546250,4380454,295220,254500,20022279,3984757,1024617
2020-10,이도1동,66559,570724073,685131310,33260266,76864677,54345221,50089368,1872611,20823699,289794012,123644817,126402954
2020-10,이도2동,405210,3152065841,4176965650,225866898,443144244,336573246,345654521,8580213,149065740,1466494634,707082106,701073762
2020-10,이호동,26690,258397871,302280616,14630111,35528455,18794474,21939224,294202,10241589,100344179,22519332,36259348
2020-10,일도1동,21611,203538108,228920208,7167128,25455141,15735079,15126360,4579473,4445097,130262870,170133199,35159735
2020-10,일도2동,238336,1713333551,2605449790,124143001,275467747,217114358,174234062,5758317,83221500,1053143298,603453413,393850460
2020-10,정방동,11055,225927233,110409634,8405473,13731802,7058663,10975059,0,1154921,24639673,22555953,19139825
2020-10,조천읍,132197,1090199161,1298338137,75036960,154237027,121518610,140546813,6431215,40109709,913380802,317130375,120743739
2020-10,중문동,64141,782724068,607096447,32516870,97384934,51604817,65498630,0,11959973,386506556,155958163,86965328
2020-10,중앙동,18451,362320810,192699054,15772943,23141685,14281783,17400165,0,5736939,51026032,149119439,23147137
2020-10,천지동,19158,335745105,185662790,8462634,30552216,10497671,15681120,0,2557216,36400067,69075779,31612427
2020-10,추자면,3620,33619757,62350617,273842,4382795,1626510,2603535,0,2010550,13327096,11798376,5743556
2020-10,표선면,42433,522551680,447464548,21758223,42576069,25319700,42968508,471334,12636434,198358522,116546104,35953637
2020-10,한경면,30271,369085109,321531330,15626937,56463829,21318352,30400738,0,5038591,196187945,91309919,12744384
2020-10,한림읍,85443,890606748,1009807002,53509439,125326184,62822872,93922718,1986627,18084261,596533701,265467195,93070132
2020-10,화북동,178337,1492359499,1840658190,74562933,189307637,143135750,162427350,3533987,58754888,535850972,515249155,292612755
2020-10,효돈동,24925,426951085,264874288,11090601,33049370,15040497,25744966,0,6194021,78091341,43057786,10607103
2020-11,건입동,68450,589512757,701107242,34573928,70142261,51989240,53113998,3101846,18487389,407859158,190625046,112038867
2020-11,구좌읍,58724,557582271,565338379,27520053,59240118,39886467,53198543,957429,9056637,395035256,183261838,40208882
2020-11,남원읍,59572,935186465,842790189,26020742,76044600,42816525,70159544,425015,13888574,318929883,287578283,37908051
2020-11,노형동,468693,4656849965,4474779569,206921811,526046260,391121364,335448793,10723408,164671529,1383349308,806818902,1118399929
2020-11,대륜동,83684,1188630441,791207976,44751154,98621804,61818257,75345388,0,16069130,266143324,113925961,122854787
2020-11,대정읍,109856,1602435396,957397031,126869894,130791622,108481187,140423481,1718384,10365480,462614526,206628440,89798795
2020-11,대천동,86481,1251688211,784982922,58187660,121547419,77402006,83564363,0,22078384,182637500,85239535,134556148
2020-11,도두동,20583,240829879,219826717,5934890,28863659,12621676,23820386,334922,8718152,90100228,76289430,28785859
2020-11,동홍동,144287,2287208197,1241461896,60264572,162644715,101889028,128876053,441303,26825318,450846466,275254122,214111956
2020-11,봉개동,25862,252907036,305874644,17597912,33372585,22225950,21408848,1287261,6370644,109696983,89218479,27849329
2020-11,삼도1동,104800,1023164768,1113277200,39725976,100492664,87089139,82285960,24253850,38088775,300819613,187247932,187798617
2020-11,삼도2동,57922,601034017,572430873,24386414,58203209,39843072,45629257,1486280,19737493,246358902,121002570,89688302
2020-11,삼양동,173723,1415909066,1733015086,75121722,186492513,141991600,147911075,14136966,54317986,525421122,449372479,326992361
2020-11,서홍동,67314,1251415692,602540205,33394284,80867375,57918507,57974033,669335,14047891,106332088,86405958,95922414
2020-11,성산읍,52966,755766813,561867797,19352002,48764646,30856500,48490700,1667484,7058812,323643579,158657809,49844922
2020-11,송산동,20492,361146394,202456833,6513164,26967329,13633112,32559865,81440,3755911,59345240,150190224,27595110
2020-11,아라동,253943,2436491992,2551189553,166481722,268793587,255304255,224876608,5798528,88513878,638594249,341541487,421353306
2020-11,안덕면,51761,669897802,527563591,41967890,79467625,46567193,62955360,334922,11570588,315617410,135388921,44517560
2020-11,알수없음,8519,159333952,81225612,4378622,9441824,5399119,7698116,233122,2010550,18990029,16589941,7262412
2020-11,애월읍,178588,1630745496,1914531005,83362508,230718608,150504837,180190887,2889084,43443710,1364111809,324242617,211759066
2020-11,연동,368229,3772157897,3689570256,153246946,402039431,267256001,232613969,9984544,153527125,1031425028,539706627,893409291
2020-11,영천동,27273,443648560,242040675,10582619,29100344,15612463,24326027,91620,3194484,80481454,93528603,23459347
2020-11,예래동,19921,284368181,202462642,9677872,29159694,13307047,19143796,167461,4273564,91263550,115358945,36132766
2020-11,오라동,116780,1172823917,1299108268,60007950,130979573,94705764,106920643,4890472,32456385,393279258,119919713,186979793
2020-11,외도동,164971,1716912267,1593189754,73789859,168782748,127704157,161672959,5410161,37301353,560703380,207264140,264414070
2020-11,용담1동,48953,512529155,593302638,16812010,47161780,39155539,34598157,2380084,10160658,141212022,106088480,72276699
2020-11,용담2동,106371,1054012361,1029687195,41509017,90626152,75194113,85767976,3737078,25187356,308051953,326419164,163247452
2020-11,우도면,3815,122377546,30620677,542594,2084355,1689117,3096247,0,1514275,28097363,3163435,1871593
2020-11,이도1동,63623,546573411,630554266,37798790,68869178,51664814,49352642,603674,18556104,236916545,118779676,129091565
2020-11,이도2동,393254,3198835342,4127953690,180521606,417143190,332636846,317886026,10224283,133098156,1462458393,706182846,751924663
2020-11,이호동,26338,275347471,306600834,9306914,30763451,18258956,22417277,0,8605154,113923006,26469425,37053051
2020-11,일도1동,21763,189207579,229347003,9903664,21560986,16488807,15680967,900930,3224515,134446854,54001780,32811616
2020-11,일도2동,231379,1714127490,2592037206,114472056,259902044,205546669,167360321,12175789,75780429,1108908622,523065782,387599609
2020-11,정방동,11090,183412553,99552103,4747952,13394844,6839082,8217805,0,3953912,17486746,28374429,21470067
2020-11,조천읍,126432,1097060122,1280579994,52246302,136518306,105266799,131893813,3779325,34854284,908675253,248915549,129811563
2020-11,중문동,62003,811324652,610174695,29706040,83036224,48571573,64267867,1156448,13312895,424186704,87209679,83364555
2020-11,중앙동,18945,365140516,177687066,12827192,21803524,15182660,16824181,502383,8469251,43224742,104952491,22286056
2020-11,천지동,20442,351687546,187509747,12665956,21242097,12462156,15532644,0,2788811,40368003,133399485,33794515
2020-11,추자면,3352,30299295,65861882,807274,5045717,2839458,3262181,353755,1334598,11654471,8178510,6483642
2020-11,표선면,42506,488774023,435382883,21946349,53654963,30214245,44630801,821526,13572485,228789902,232524891,39509054
2020-11,한경면,28740,345208153,303191348,11776733,48294938,26888442,31919136,0,3683633,203185523,95043266,12997585
2020-11,한림읍,81226,738656851,983397775,48368388,117789981,63479841,90571665,3337004,12221599,604102021,187338021,98229601
2020-11,화북동,168822,1478592747,1716975431,61523807,153721540,139919215,149163575,4544861,48513299,507887734,473426857,281362323
2020-11,효돈동,24742,389962969,259758582,10270449,29092404,16433580,24262606,0,4206376,89677631,59283280,13376160
2020-12,건입동,65320,645897881,505552959,24336277,59093557,58562443,52653846,659384,13132308,390455607,261186324,132342732
2020-12,구좌읍,55373,550084193,433059515,17667935,45034149,52838223,55080407,0,4712716,417336731,161273684,50962450
2020-12,남원읍,59485,847629599,635915224,24076396,71772272,45240901,71832520,0,5657088,381078587,259349645,48354791
2020-12,노형동,462585,4779281281,3331514441,164195825,453598078,433142931,362617411,2359152,128322477,1711111893,823119192,1423466641
2020-12,대륜동,82606,1251366664,599852596,35686646,90706829,77209346,80143755,100584,18199608,311040730,176299976,159799062
2020-12,대정읍,110937,1745624749,828474923,126227631,116641880,126197919,159774381,399288,13482828,505763361,222965325,120953595
2020-12,대천동,86444,1389451731,638258974,39554674,102628446,92340075,85966350,515620,12724485,228058371,131421683,190404416
2020-12,도두동,20229,242888353,196480404,5573726,31932880,14453871,19977252,0,3281680,92397784,41483178,35549934
2020-12,동홍동,146027,2401669503,1015169293,50488850,135567395,120367477,134762036,668528,16618865,476033794,227564000,299259957
2020-12,봉개동,24190,280198170,208325364,9472666,24466804,20675702,26241349,218440,3841496,99860963,33746745,37397842
2020-12,삼도1동,105309,1141441317,797555961,30862651,104151938,96715832,94739461,14732,19136462,334349751,254976950,254285285
2020-12,삼도2동,56016,640239566,431437720,22024721,47770898,47371204,45798840,0,13106400,241321997,122645392,124918086
2020-12,삼양동,174724,1565955193,1280976260,52326073,131086606,168058743,152747777,348996,32973315,613781910,576235181,465691336
2020-12,서홍동,68127,1317702501,486591205,29375039,61717428,63061393,61351059,0,12014606,140489937,115077797,128810852
2020-12,성산읍,52183,655974205,431750928,18169423,48436682,43385689,51545896,1244600,3286252,321634249,205240127,69270733
2020-12,송산동,21423,372103398,178847344,5924804,25807924,14919757,20078344,0,2485085,71574813,100452072,36100594
2020-12,아라동,248513,2690533222,2005075353,115272531,210910550,280209651,245651271,1370076,51375564,771933940,352360611,557594051
2020-12,안덕면,51975,640862250,472106770,37306651,65485670,48837191,67641724,0,14974164,360827826,115584701,64176442
2020-12,알수없음,5869,108476542,39088568,2026920,4463288,4121963,6426200,0,1626819,12205714,6636665,12791440
2020-12,애월읍,175409,1594583485,1505897991,59062990,198806714,172101967,196345706,1964944,23487126,1585883545,416412112,271911140
2020-12,연동,363586,3961355029,2807351213,110132371,331525525,298432321,253675643,2315972,93932502,1186417003,765691704,1140005181
2020-12,영천동,27703,464315595,231203816,10333228,25741376,19270625,28309518,0,3627730,97858480,74039220,36308067
2020-12,예래동,18394,299057584,160940953,6658153,22543008,15210282,16087294,232664,3321812,75270359,105152495,43243130
2020-12,오라동,113824,1223788001,999232258,32366971,110694445,103807412,119009005,0,29984700,465349488,122721376,254082807
2020-12,외도동,166608,1905094446,1238742885,58892384,148163915,145395240,150786946,1263904,21603108,691971045,307369373,364733169
2020-12,용담1동,47158,568273436,388117893,18575934,37694692,40647568,35583724,640080,6979412,165888010,123421142,92613624
2020-12,용담2동,105376,1188097398,754506645,26151241,87338205,87621164,95255283,1381760,14535912,312754874,260243878,200182754
2020-12,우도면,3529,65740481,28766262,0,2258060,2338121,3192983,1002792,0,25485904,4294632,5597144
2020-12,이도1동,63117,605817467,482572364,22068535,58752634,68729937,44650355,151384,15168372,215067699,130653819,178981381
2020-12,이도2동,387465,3386589296,3020269342,131079985,340357131,377045880,338427514,963168,84449564,1695997014,787048106,1018415607
2020-12,이호동,27107,329712829,224741684,11931599,32944308,25548029,22709225,116840,6719316,137567621,34574734,44643741
2020-12,일도1동,21225,194209719,233763007,8619820,16797782,19408701,16483076,334264,3611880,120142002,84876675,40639040
2020-12,일도2동,228529,1917804955,1763972189,80889349,196923401,246378394,184820329,1224280,41141396,1206647115,582076703,507730881
2020-12,정방동,10082,184233059,71479867,3222752,8465693,6958177,8620963,0,911860,24386591,26658315,25947726
2020-12,조천읍,122771,1153213897,965704004,38974710,115324712,122782564,138142167,1543812,22990150,1008063975,360994656,163397107
2020-12,중문동,61961,728269908,475371079,23863269,79813912,54005531,67807992,0,7724140,398419880,101588112,122220357
2020-12,중앙동,19456,422414345,149411792,7054342,19955561,26275259,19813879,0,8192008,113644122,104345994,29139907
2020-12,천지동,21031,404078487,158316624,7055460,20686268,11508841,15091410,232664,4123436,99798428,92290292,40942026
2020-12,추자면,3530,37583008,43336464,220472,4906264,3334258,2834132,0,370840,17315282,8543746,10134092
2020-12,표선면,42409,539963867,399350077,18673359,41649904,32042100,40304821,0,10737240,226692305,184318137,52790121
2020-12,한경면,26370,323820934,213775746,9133109,35920680,19412661,29341064,0,6949948,240227715,79064055,19618168
2020-12,한림읍,79251,795059171,758660815,29091396,95102452,70242175,96397267,440436,6142736,656786900,230701544,138613123
2020-12,화북동,168754,1644255673,1313385999,48051579,148462747,161397452,149024135,1983232,30596332,670138055,664674987,372432088
2020-12,효돈동,24019,415980725,224962315,9228938,22313392,12410948,26031037,0,1490980,113708446,42216983,17143567
2021-01,건입동,64067,635686139,462200963,23785394,55515462,53576524,54170488,0,4213968,382851743,231990010,152849140
2021-01,구좌읍,53400,530390215,418133070,19625489,53480314,41312623,61186532,35420,3899236,407560786,136560190,51931979
2021-01,남원읍,58074,909814719,544369636,17355031,70181188,40755820,66972033,106260,4660766,398900394,260204186,56980649
2021-01,노형동,445947,4818697664,3068801359,145298842,402944828,386345902,346789424,1697630,78972230,1589989025,698496871,1446603969
2021-01,대륜동,81093,1248960052,577523024,32489780,86831118,66591724,77154573,0,8562330,263723912,127205869,178868261
2021-01,대정읍,108912,1615212791,762342591,120129956,112129802,110742351,150378089,181654,12193704,490566334,232243055,144914743
2021-01,대천동,82552,1250863085,578085811,36656562,80316368,81393137,77796386,1518000,6198753,197856726,170815025,218414911
2021-01,도두동,19453,260199973,128954100,4226468,19741590,14319093,21645465,0,1967834,80842355,52717611,40393474
2021-01,동홍동,141595,2435024812,925060700,46716576,119968098,105737139,116282594,0,12325148,435701064,210440087,323849482
2021-01,봉개동,23802,304960938,195714476,10199644,23841202,21482939,24907546,116380,2068528,95011415,36853942,48853884
2021-01,삼도1동,101054,1235824699,761341519,27482773,94420006,86217417,83570654,136620,13066944,278794158,224133692,263018050
2021-01,삼도2동,55979,670345809,402371707,15044134,47722252,38617085,42412616,126500,9920636,238760502,97364723,135187494
2021-01,삼양동,165933,1632997692,1156889672,52529277,127675514,149776002,141594686,0,19966254,520177768,538382901,487659959
2021-01,서홍동,67223,1304156932,475811634,26218289,71262004,56089138,67041649,0,9896348,132842939,105014186,155117140
2021-01,성산읍,48654,639319819,394058026,12851165,50088231,29941589,40110670,0,2465232,314529700,105159907,73247402
2021-01,송산동,19978,363487527,146318805,9241837,18631932,13857620,18590996,0,3999677,74216194,125510210,41590245
2021-01,아라동,240253,2739079255,1794082333,104563029,220568413,273884340,224780583,1624159,48203048,706723755,354907313,590169264
2021-01,안덕면,49387,629171805,415321009,27332096,53141284,39612312,60436994,0,4517568,337633254,115963085,78376234
2021-01,알수없음,5348,88854464,35401177,1566576,4211944,5588466,4606573,192280,452870,13756824,10833075,15212080
2021-01,애월읍,166614,1619574923,1369339577,70357760,204183753,140888501,186712681,561508,19462784,1420052568,275866799,303813593
2021-01,연동,352085,4092555638,2574036386,97602903,309690017,273422281,240209434,650716,96523548,1037044034,505458732,1201394270
2021-01,영천동,27114,462391827,207813947,9641324,23928436,18967410,28679168,0,1461834,94943917,75795106,41174353
2021-01,예래동,17845,237155808,142200218,9473889,18976467,12722864,16584150,0,2076624,86865881,93020156,47239583
2021-01,오라동,110273,1204307627,880268617,41288721,107191350,98570992,104740684,15180,16127738,449804247,137871362,250271608
2021-01,외도동,162551,1928407126,1102312752,55464057,149955099,130277241,152701488,0,14120436,657744338,231814639,411702033
2021-01,용담1동,46280,579105411,349753855,9530879,38815996,39433006,38046544,0,2989954,171025573,81056382,92466628
2021-01,용담2동,99731,1184252065,665174381,20439540,81209181,79762095,89712231,70840,12943480,304992110,258871321,213899127
2021-01,우도면,2977,56565840,22519226,497904,2405018,2186426,1429652,0,0,17511445,14109355,5998124
2021-01,이도1동,61274,596657670,446738950,19705359,59431902,54717931,44490100,0,11055088,257898738,173743747,195112252
2021-01,이도2동,374185,3405391741,2762621365,132040701,331851652,336195560,331783442,551540,52384662,1560819895,773372361,1093526257
2021-01,이호동,24971,289648872,211501220,8679771,28655539,19349339,24532296,131054,3871406,130348031,27862386,43260592
2021-01,일도1동,20254,204263599,192714756,6306025,17856234,23178190,17514228,0,3301650,123358805,106987333,37878360
2021-01,일도2동,220848,1910177727,1620135296,80191343,189350453,213953714,170261054,689172,35709432,1171170901,566984313,557261106
2021-01,정방동,10347,204538356,75325943,2869526,10677106,8435880,8216984,0,612766,17167872,25016185,27952365
2021-01,조천읍,116784,1096306482,897370051,41763961,123329786,110810710,119535161,50600,15372280,921638103,284713104,185056522
2021-01,중문동,59183,740405276,439573282,21901457,60884956,49289718,62529708,88550,6177754,385916787,100858047,142936085
2021-01,중앙동,19587,377126255,135901162,6503112,19222434,16179401,15983021,0,3338082,52376923,128914480,38134468
2021-01,천지동,19026,372076574,135419869,8493969,14259586,11806903,14619706,0,1094984,36607024,91423321,38896032
2021-01,추자면,2924,35074858,39663316,1445490,2140380,2553276,3939210,0,227700,7790881,17557947,4124512
2021-01,표선면,39760,463439584,317370435,16411149,33608014,28966072,35768279,0,3367430,251271150,139897613,60326728
2021-01,한경면,25085,308303963,215229478,8061744,35497924,18964931,27516052,91080,3311264,221160859,61801120,24370979
2021-01,한림읍,79359,762755550,744231904,30330593,102558358,79708814,85429902,140668,3662934,696959290,228854185,141592145
2021-01,화북동,161486,1575820491,1206439964,46760664,126748938,138525495,139083764,0,22321684,582419257,513354189,418331831
2021-01,효돈동,23593,390114362,187329398,8080820,20662004,13329204,23696534,0,1391500,107813165,64621208,20433393
2021-02,건입동,60432,602681776,525669640,26747831,46623752,52639080,43389096,207460,9880662,376534033,206202199,144091903
2021-02,구좌읍,49828,482534581,411500493,22630445,49547900,37491883,48298975,0,5214836,411397024,186978769,54436447
2021-02,남원읍,52331,817969019,571588326,20425196,66406934,40244408,56589369,121440,8037304,349481704,217826270,49224080
2021-02,노형동,414435,4151416402,3291883787,186523588,421249960,370496923,309481671,2637778,132082698,1593729098,762672093,1358298726
2021-02,대륜동,76049,1088772647,614327182,36377631,78860353,61745257,65945866,0,14804042,315071120,144098983,190211193
2021-02,대정읍,101497,1391885708,793846350,132545314,102281018,108893122,127476781,0,24568703,512458990,202100475,134609282
2021-02,대천동,72880,1026966061,538675717,44296444,84101754,71352072,62503650,0,10547064,203469776,169286398,197923531
2021-02,도두동,17562,236080473,164195077,7696919,19127306,13544811,19581896,115874,3411958,69325946,56751089,28801217
2021-02,동홍동,127567,2178369262,928163542,56658363,121443036,101987841,108182749,0,22816046,426058405,342243421,302080219
2021-02,봉개동,22290,237118276,191567501,11875542,22439177,18723923,19455143,247940,5420778,83240744,126038883,38438740
2021-02,삼도1동,93386,1028483714,794456685,36206795,92042387,84279714,70481221,184437,21598610,350616760,216944465,238410998
2021-02,삼도2동,50739,576222678,424246187,18842094,41235559,36366726,34062959,35420,17668508,214765223,143645658,135741712
2021-02,삼양동,155499,1377000417,1240621625,62305945,139297171,142766905,131082284,146740,38184177,562389195,577375635,449567623
2021-02,서홍동,61496,1088877037,469642484,32447857,66044132,45981703,51429030,0,15487294,148438590,171534757,157362510
2021-02,성산읍,47094,701330320,403356023,12103672,44385663,30612240,34875949,0,5940946,286073780,271647515,67365764
2021-02,송산동,17845,346280747,169233825,6856805,25643574,13804591,18065617,0,2395404,93137577,66964950,30945993
2021-02,아라동,225693,2477220608,1881278683,135056018,243337880,259799123,193300853,3782856,72705622,682516278,382645142,588952947
2021-02,안덕면,44616,668958636,376859197,32606513,56354232,36725075,54246690,0,12292258,357609024,141776567,58875571
2021-02,알수없음,4305,79120439,34246333,1877007,4801940,4348564,3375121,182160,107272,16182437,4476835,10978682
2021-02,애월읍,159259,1513468769,1424190762,68083116,181409730,141956480,168269389,928814,36825668,1341547021,329880489,287152594
2021-02,연동,325933,3491051148,2757039145,136472957,329690550,263281364,192719055,1255588,126461544,1005072990,635112401,1098003863
2021-02,영천동,24619,439394915,200772350,7281340,22386452,16845753,24614775,0,3313794,93334839,67143770,38380546
2021-02,예래동,16304,248695538,153915940,8170888,19501341,13660482,14397269,0,2209702,70381211,44603698,40411109
2021-02,오라동,101603,1098649257,943946749,47979790,110339120,105421557,91998086,215860,27096300,434071393,136232252,248802507
2021-02,외도동,147453,1624124393,1256381479,71780263,153067860,118960652,130437691,326370,29215428,587830827,317246364,380488244
2021-02,용담1동,42823,558902530,364086784,12488257,38717451,40373418,29069598,0,9475356,164929079,134054114,86659239
2021-02,용담2동,92198,1023298828,729713980,36623209,83215042,76942158,69925658,131560,16407050,293256246,272451578,200543327
2021-02,우도면,3068,58602545,25668317,4266541,1786180,6464403,3603732,0,0,25181951,2936267,5218985
2021-02,이도1동,58055,505767642,499429920,28548565,57967057,52876039,41427434,0,19853922,236442770,146695970,174218102
2021-02,이도2동,348601,3079304857,3008534654,160658664,327357236,333390678,277457262,198858,98047620,1501261167,880484234,997630059
2021-02,이호동,23647,279482470,224385698,8897327,26529580,20725102,20827365,0,4372852,126803548,29693435,49265214
2021-02,일도1동,18005,204291731,164003202,4200407,13960034,13657800,12534328,0,5622672,126757758,77363050,36395507
2021-02,일도2동,204946,1746976615,1713570083,91042363,198072031,199048659,148293851,80960,47788158,1063074426,636070501,519272227
2021-02,정방동,10116,215244456,76685717,7304667,14147760,6173959,8745299,0,1377332,20114663,34260110,25955139
2021-02,조천읍,107442,1010471525,887616264,45367394,115064653,107540484,106349004,181148,28247754,875567725,338106123,161444947
2021-02,중문동,55278,678805374,449520411,23627812,71190658,45582301,52137683,0,12514392,411398795,138360436,131762788
2021-02,중앙동,18012,357892181,136459699,9835122,15778598,15972345,16972454,0,2046770,49954848,112369747,34374180
2021-02,천지동,18252,353051128,167884647,8460826,17345680,11655558,11438636,0,5330153,41439375,93718183,34576033
2021-02,추자면,3081,30557592,38578452,1041854,2934800,1304721,2231460,0,908776,12303137,10244071,7837434
2021-02,표선면,36988,517192265,326120999,16626366,39380158,25130694,34291518,91080,9573014,242257014,135717500,56191518
2021-02,한경면,25155,305183512,218379986,12503082,37669475,24282788,30242962,0,3069396,193575358,94257580,16293569
2021-02,한림읍,71758,723378515,729215727,36701978,93590848,70934267,69496104,212520,7242884,629880742,204191747,131232093
2021-02,화북동,147246,1421974386,1257059003,69437874,120568367,129812205,122207906,231242,35328414,583621616,734105308,381317471
2021-02,효돈동,22518,395937459,190579081,7424032,22230098,16361408,19171379,2530000,4500870,141689206,52494920,18318991
2021-03,건입동,67135,550354268,635088820,32960908,64210147,58758352,50687086,1598260,18363193,338037946,216651727,169185162
2021-03,구좌읍,56543,488660679,536978614,27942385,61453097,40041661,53288381,2037527,10017120,382868429,162906349,59047476
2021-03,남원읍,59815,864038567,606865230,26944221,83232698,38580781,64420619,81440,12430289,408079858,254614169,65394555
2021-03,노형동,469253,4281335743,4043588726,194314103,465917912,356217147,320025862,11478357,152972417,1552637925,752360963,1517732101
2021-03,대륜동,89097,1171066024,795346618,59482876,105640405,67177473,78647373,0,17470916,275356328,201475381,185013387
2021-03,대정읍,119345,1456970335,1029498960,166212989,123896708,133146360,147908530,1710749,22421507,472635333,246664806,155852015
2021-03,대천동,83704,1184190590,685460788,50408741,103105992,62968241,72688612,562954,17169079,215957297,133282874,199494662
2021-03,도두동,20158,214099292,201888437,8172199,24307550,15306400,19780147,0,2862107,97376436,107067745,34891951
2021-03,동홍동,142792,2394809982,1118030618,62490902,122366299,101614475,111322936,334922,26082687,432073509,204732729,306662994
2021-03,봉개동,25177,231942751,262496034,12592864,27048769,20673752,22345864,73805,4980565,98786312,63270249,46191832
2021-03,삼도1동,106212,1038554694,987664853,39691022,117652808,84869035,77551190,5276294,29995370,324004900,172826531,248613634
2021-03,삼도2동,58390,620292240,503428727,23156716,57993322,39862466,38772262,2395863,13766414,242154616,151172348,134805051
2021-03,삼양동,176605,1388733515,1618513497,80623642,150615698,148952948,128016709,7722039,53660308,529951968,523072324,487659722
2021-03,서홍동,70047,1230524043,536705739,30282360,72240741,52189228,52276845,192402,17494330,148220493,109899161,157437393
2021-03,성산읍,54163,640892538,553725731,17372501,54886132,38707471,39914864,0,7233399,315307686,206304308,85746824
2021-03,송산동,20853,342038330,219939003,10980657,21250241,14805032,15941880,0,5495419,69864177,101903827,32503036
2021-03,아라동,261919,2434563120,2421999176,154837465,265952835,262293098,199086292,2916061,97014891,679057867,305936507,665587484
2021-03,안덕면,52757,640115177,507308185,41838416,64841765,44295528,69737684,562445,10611632,324273163,106536262,62015267
2021-03,알수없음,5049,89865992,36690756,2675905,2354634,3742934,2788811,0,264171,35063841,3178909,9819730
2021-03,애월읍,185233,1578741314,1816731896,83969726,242960870,159724260,182557638,3869673,37053673,1426614103,387063745,331051550
2021-03,연동,376139,3605615190,3483803307,159588782,382520174,277464645,217103107,5311415,177573558,953002556,598179050,1217631281
2021-03,영천동,26595,415259712,237658717,11291834,23187750,16422584,25997838,0,4052149,90353306,71353914,38456839
2021-03,예래동,18956,226103894,198100969,7594102,26185505,12310273,17564470,208690,3869927,96687604,87096059,44602503
2021-03,오라동,115586,1140129410,1174482668,51155361,128544135,99380265,93351261,1467956,28754428,419033135,128668121,279047831
2021-03,외도동,168953,1698674528,1474330803,75415946,180557317,135311322,141847511,1983573,37794523,616434375,260489880,417220911
2021-03,용담1동,48626,554447185,465353724,21629100,44830560,39813931,33898586,694785,11146082,190063400,122353368,86574585
